AGE,INCOME,LOANAMOUNT,CREDITSCORE,MONTHSEMPLOYED,NUMCREDITLINES,INTERESTRATE,LOANTERM,DTIRATIO,EDUCATION,EMPLOYMENTTYPE,MARITALSTATUS,HASMORTGAGE,HASDEPENDENTS,LOANPURPOSE,HASCOSIGNER,DEFAULT
57,114605,81674,367,7,3,5.17,24,0.75,PhD,2,0,2,1,Business,1,0
35,98563,195146,497,77,4,23.79,12,0.34,PhD,2,2,2,1,Business,2,0
42,50944,212234,354,97,4,2.52,36,0.32,Master's,2,0,1,1,Auto,2,0
50,90239,145948,653,53,1,2.2,36,0.32,Bachelor's,2,0,2,1,Other,2,0
64,90625,21041,769,25,4,2.35,24,0.89,PhD,1,2,2,2,Auto,1,0
57,109438,52673,807,21,2,6.45,60,0.52,High School,2,2,1,2,Education,2,0
60,58015,74674,686,14,1,16.4,12,0.83,High School,1,2,2,1,Home,1,0
29,121478,15823,787,72,2,6.24,36,0.35,Bachelor's,2,2,1,1,Business,1,0
61,106250,177780,678,14,2,13.57,36,0.75,PhD,1,2,1,1,Other,1,0
53,98137,19446,369,14,2,5.67,36,0.16,High School,2,0,2,2,Home,2,0
65,56987,138938,395,33,2,9.46,48,0.73,PhD,2,1,1,2,Education,2,0
21,112071,162185,834,59,1,24.09,60,0.69,Master's,2,0,2,1,Education,2,1
22,81740,80854,518,55,1,15.69,12,0.44,High School,2,1,2,1,Other,2,0
54,19162,203075,643,23,3,16.97,24,0.1,High School,2,0,1,1,Other,1,1
25,138271,129099,555,29,4,19.33,60,0.18,Master's,2,0,1,2,Home,1,0
59,52305,180149,426,34,4,20.49,36,0.47,Master's,2,1,1,2,Auto,1,0
66,113645,107682,498,52,2,20.52,48,0.33,High School,2,1,2,2,Education,2,0
45,88410,148641,664,60,1,12.56,36,0.59,Master's,1,0,2,2,Home,2,0
48,37420,249280,384,58,2,13.2,60,0.53,High School,2,1,2,2,Home,2,0
26,96165,23048,462,43,2,14.45,48,0.21,High School,2,1,2,1,Home,1,1
68,133488,173103,377,46,4,2.72,24,0.5,PhD,2,0,1,2,Other,2,0
46,87048,195486,347,6,1,3.23,24,0.32,Master's,2,2,1,1,Business,1,0
31,117343,136379,630,112,1,2.67,36,0.35,PhD,2,1,1,2,Business,2,0
57,112026,114040,809,44,2,15.13,12,0.1,Master's,2,0,2,2,Education,1,0
58,33164,167088,667,3,3,9.44,36,0.81,PhD,2,2,2,1,Other,1,0
39,96304,123519,357,8,3,10.22,48,0.83,High School,2,0,1,2,Auto,2,0
28,51154,134075,685,75,1,17.7,12,0.31,PhD,2,2,2,1,Education,1,0
40,133530,99880,729,60,3,13.65,24,0.8,PhD,2,0,2,2,Education,1,0
18,110183,242544,359,34,1,2.15,36,0.8,High School,2,0,1,1,Other,1,0
63,116380,57851,466,87,4,12.92,12,0.57,Bachelor's,2,0,1,2,Home,1,0
54,101962,230837,544,17,4,21.54,48,0.39,PhD,2,0,1,1,Other,2,0
38,118633,40228,699,78,4,6.94,12,0.31,Bachelor's,2,1,1,2,Home,1,0
43,67943,139145,718,27,3,10.08,48,0.15,PhD,1,1,1,1,Home,1,0
63,113380,234795,533,1,4,7.79,24,0.1,PhD,2,1,2,2,Home,2,0
53,102337,32988,822,46,3,23.22,12,0.61,Bachelor's,2,2,1,1,Education,2,0
40,113696,30212,844,37,2,7.84,60,0.76,Bachelor's,2,1,2,1,Other,2,0
18,137855,65904,683,17,2,23.18,48,0.5,PhD,2,2,2,2,Auto,1,1
68,17572,197616,529,100,4,19.55,36,0.17,Bachelor's,2,2,2,2,Business,2,1
57,116421,67489,780,20,4,19.26,36,0.32,High School,1,2,2,2,Education,2,0
32,111717,207566,548,105,4,10.25,36,0.14,Bachelor's,2,2,1,1,Other,2,0
38,120053,167570,687,70,2,24.35,24,0.76,Bachelor's,2,0,2,1,Education,1,0
64,109274,99424,649,9,1,6.49,24,0.89,Master's,2,1,1,1,Other,2,0
26,84508,81231,670,32,3,18.2,48,0.74,PhD,1,0,1,1,Business,2,0
26,28566,169509,630,62,1,11.48,12,0.48,Bachelor's,2,1,1,1,Business,2,0
27,73754,12133,318,28,3,13.33,48,0.33,PhD,2,0,1,1,Home,1,0
69,24343,170260,365,4,4,14.02,60,0.25,PhD,2,1,2,2,Auto,1,0
43,65422,22821,522,31,2,13.9,48,0.4,PhD,2,2,2,2,Education,1,0
58,121317,44577,301,36,4,24.84,24,0.4,Bachelor's,2,0,1,2,Home,1,0
52,32686,37906,592,8,1,4.02,60,0.75,Master's,2,0,1,2,Other,1,0
69,125014,77881,677,72,1,4.5,24,0.78,High School,2,2,1,2,Business,2,0
42,133002,63820,753,116,4,24.69,48,0.52,High School,2,2,2,2,Education,1,0
43,128234,28751,322,92,2,4.89,12,0.46,PhD,2,2,1,1,Other,1,0
28,31774,210883,323,119,3,4.9,48,0.3,Master's,2,1,2,1,Home,2,0
55,105688,79039,837,107,2,24.11,24,0.32,Bachelor's,2,1,1,2,Auto,2,0
19,50855,59182,615,6,2,9.33,48,0.81,Master's,2,2,1,1,Auto,2,0
24,56908,110694,697,1,1,18.15,12,0.61,High School,2,0,1,1,Education,2,1
35,143759,225465,781,79,2,5.02,60,0.17,Master's,2,2,1,1,Education,1,0
44,148322,244760,826,84,4,15.57,48,0.26,PhD,2,2,2,2,Other,2,0
51,79037,5502,816,83,3,24.54,36,0.33,PhD,2,0,1,2,Auto,1,0
44,57487,79414,457,9,2,4.68,24,0.76,Bachelor's,1,0,2,1,Other,1,0
34,109113,230687,509,54,4,18.05,60,0.17,High School,1,2,2,2,Other,2,0
60,59815,16210,329,16,4,6.77,12,0.56,Master's,2,0,2,2,Business,2,0
61,64502,159569,602,82,4,17.96,36,0.61,Bachelor's,2,1,2,2,Business,1,0
68,135387,33726,618,20,4,12.17,12,0.46,PhD,2,1,1,2,Home,1,0
41,122499,234091,560,54,1,11.55,48,0.77,PhD,2,0,2,1,Other,2,0
42,74550,147553,335,11,2,13.05,36,0.37,High School,2,2,1,1,Home,2,1
24,21161,58945,733,117,1,24.63,36,0.36,Master's,2,0,2,2,Home,1,0
69,97682,23496,352,116,4,6.47,36,0.71,Master's,2,0,1,2,Auto,2,0
23,92370,80968,689,64,3,14.74,24,0.7,PhD,2,1,2,1,Other,2,0
41,42630,32852,804,64,2,5.34,60,0.15,High School,1,0,1,1,Business,1,0
50,71775,192353,581,92,4,5.09,24,0.41,Bachelor's,2,2,1,1,Business,1,0
66,100555,60091,340,33,4,11.34,24,0.66,Master's,2,0,1,1,Business,2,0
46,140591,42253,533,73,4,19.15,60,0.24,Master's,1,0,1,1,Other,2,0
60,69616,187584,462,48,4,12.65,36,0.68,Bachelor's,2,1,1,2,Auto,1,0
39,88168,91796,630,27,3,18.22,60,0.86,Master's,2,0,1,1,Business,1,1
43,39792,193326,549,27,1,2.71,36,0.85,High School,2,1,2,1,Auto,1,0
45,130252,157905,586,41,3,5.38,12,0.85,PhD,2,0,1,2,Education,1,0
67,48086,62301,507,17,1,10.62,12,0.29,PhD,2,2,1,2,Home,1,0
38,148096,196668,805,71,4,10.04,48,0.34,Bachelor's,1,0,1,1,Education,2,0
66,56145,173553,575,31,2,2.32,36,0.63,Master's,1,1,2,2,Business,1,0
24,111006,113513,617,116,3,15.96,24,0.85,Master's,2,0,1,2,Education,1,0
34,112098,130920,343,93,3,5.67,24,0.37,Bachelor's,1,0,1,1,Other,1,0
37,144553,161957,592,22,1,6.45,24,0.67,Bachelor's,2,0,1,1,Home,2,0
58,103991,113977,437,23,1,5.82,48,0.76,Master's,2,2,2,1,Other,1,0
66,78011,216848,533,34,4,12.8,24,0.4,Master's,2,2,1,2,Auto,1,0
37,95378,161244,739,88,2,19.34,36,0.67,Bachelor's,2,2,2,1,Other,1,0
39,16655,105907,697,61,1,18.67,60,0.22,Master's,2,2,1,1,Auto,1,0
45,138321,70226,496,102,3,7.38,24,0.38,High School,2,1,2,2,Business,1,0
57,60616,237170,733,46,2,17.35,12,0.5,Bachelor's,2,0,2,1,Business,2,0
66,15152,212988,831,81,3,5.55,48,0.31,PhD,1,1,2,1,Business,2,0
24,55014,11828,401,44,4,7.32,12,0.65,Master's,2,2,1,2,Business,2,0
18,135497,14963,477,87,2,5.27,24,0.77,PhD,1,0,1,2,Education,2,0
49,40360,177200,450,93,4,24.86,24,0.36,Bachelor's,1,2,1,1,Education,2,0
30,87399,196608,735,111,2,3.2,24,0.64,Master's,2,0,2,2,Education,1,0
47,117999,17371,646,53,2,7.85,36,0.56,High School,2,2,1,2,Education,1,0
40,121570,53917,747,41,1,19.51,24,0.47,Master's,1,1,2,2,Auto,1,0
68,134578,235045,762,61,2,24.88,36,0.43,Bachelor's,2,1,1,1,Business,1,0
36,120804,77199,796,95,3,7.59,12,0.55,High School,1,0,2,1,Education,2,1
49,113703,116865,442,83,1,5.78,36,0.49,Master's,1,1,2,2,Home,2,0
47,66771,148994,628,0,2,11.34,60,0.12,PhD,2,0,1,1,Auto,1,0
46,127322,40065,828,117,4,20.17,24,0.2,PhD,2,2,2,2,Education,2,0
66,91625,15179,395,62,4,24.95,48,0.53,Bachelor's,2,2,1,2,Education,1,1
62,125145,234956,745,33,2,24.79,24,0.58,Bachelor's,1,2,2,1,Home,1,0
46,113523,73450,832,22,3,10.99,60,0.4,High School,2,0,2,2,Auto,1,0
47,97876,23752,526,95,2,11.72,60,0.25,High School,2,2,2,2,Auto,2,0
33,37501,15550,717,11,2,16.71,24,0.55,PhD,1,2,2,1,Other,1,0
57,113342,147929,746,102,3,15.54,48,0.38,Bachelor's,1,2,1,2,Other,1,0
36,49556,113034,670,13,3,2.59,24,0.57,Master's,2,1,2,2,Home,1,0
35,36525,27439,642,10,1,18.33,36,0.2,Bachelor's,2,0,1,2,Home,2,0
18,121562,72191,826,51,1,7.06,24,0.35,High School,2,2,1,1,Other,2,0
31,109021,79282,426,17,2,3.78,24,0.61,Bachelor's,2,1,2,1,Home,2,0
68,42216,10891,324,2,4,24.23,12,0.82,PhD,2,0,2,1,Business,2,0
64,101996,76770,457,96,3,11.26,24,0.57,High School,2,2,1,2,Home,1,0
67,104127,49842,664,26,3,2.11,12,0.6,PhD,2,0,1,2,Education,2,0
19,38009,172346,601,7,4,15.28,24,0.21,Master's,2,2,2,2,Education,2,0
45,89272,228254,817,71,2,4.79,24,0.58,Bachelor's,2,1,2,1,Business,2,0
66,45090,91133,624,76,4,24.25,36,0.6,Master's,2,0,1,1,Auto,1,0
67,83916,143519,505,17,3,3.64,24,0.7,Bachelor's,2,1,2,2,Auto,2,0
47,120687,247525,499,47,1,24.65,12,0.2,Bachelor's,2,1,1,2,Education,2,1
55,31165,28161,377,61,4,9.99,60,0.21,Bachelor's,2,0,1,1,Home,1,0
68,62343,170955,451,44,2,24.8,24,0.32,Master's,2,1,2,1,Home,2,0
21,43273,126888,336,84,3,22.8,48,0.28,High School,2,1,2,1,Home,2,0
18,48455,228119,835,44,2,10,48,0.17,Master's,2,2,1,2,Auto,1,1
25,142894,200204,615,103,2,21.36,36,0.22,Master's,2,0,2,1,Auto,1,0
46,40371,151685,835,86,1,15.83,24,0.48,PhD,2,0,1,2,Home,2,0
56,143040,131194,817,20,1,21.49,12,0.63,PhD,2,1,2,1,Other,1,0
20,132755,231594,795,34,3,6.06,24,0.89,Master's,2,0,2,1,Auto,2,0
49,94887,241407,800,78,4,12.73,60,0.13,PhD,2,1,2,1,Business,2,0
27,140066,245233,676,100,4,16.68,24,0.81,PhD,2,1,2,2,Other,1,0
27,22581,151486,305,26,4,16.85,12,0.71,Bachelor's,2,1,1,1,Other,1,0
36,72372,37647,808,40,4,14.48,48,0.8,Master's,2,2,2,1,Auto,2,0
63,35957,178091,661,50,2,19.09,48,0.63,PhD,2,1,2,2,Auto,1,0
51,35926,233188,491,20,4,19.04,60,0.84,PhD,1,1,2,2,Other,1,1
50,66210,90873,424,93,1,24.4,12,0.64,PhD,2,1,2,2,Business,1,0
40,123405,115871,317,79,2,11.52,24,0.8,Bachelor's,2,2,1,1,Auto,1,0
45,136506,209480,672,51,2,18.96,24,0.6,Bachelor's,2,1,1,2,Other,2,0
49,81584,168550,803,79,1,3.27,12,0.23,PhD,2,1,2,1,Auto,2,0
67,99578,130073,438,97,2,20.27,24,0.53,High School,2,1,1,1,Business,1,0
24,23028,107328,673,106,4,20.19,36,0.67,High School,2,1,1,1,Home,1,0
46,126103,228307,711,117,2,2.17,12,0.22,High School,2,1,2,1,Home,2,0
25,112154,7784,304,64,2,6.2,48,0.23,Master's,2,0,1,1,Education,1,0
18,131596,106256,800,29,4,22.68,48,0.64,Master's,1,0,1,2,Auto,1,1
20,43463,25762,761,94,3,22.48,60,0.53,Master's,2,2,2,1,Education,2,0
41,22029,114172,422,27,2,12.19,36,0.28,PhD,2,0,1,1,Home,1,1
40,94761,164797,463,99,2,10.58,24,0.45,High School,2,2,2,1,Education,1,0
25,32939,8609,419,74,3,9.26,48,0.48,PhD,1,2,2,2,Home,2,0
64,62332,72226,711,74,3,23.27,12,0.6,High School,1,0,1,2,Other,1,0
54,79434,203191,343,53,3,2.15,12,0.35,PhD,1,2,2,2,Other,2,0
20,46451,121118,843,116,2,15.21,60,0.65,High School,2,0,1,1,Home,2,0
68,117835,180178,575,39,1,15.06,36,0.64,Bachelor's,2,0,2,2,Education,1,0
50,56459,33957,748,67,3,22.2,12,0.25,High School,2,0,1,2,Auto,2,0
45,139401,134127,540,71,2,19.24,24,0.38,High School,2,1,2,1,Home,1,0
64,55918,71799,679,88,2,19.82,36,0.61,Bachelor's,1,0,2,2,Auto,2,0
25,60573,153517,614,54,1,22.99,36,0.85,Master's,2,0,2,2,Education,1,1
51,138839,98043,415,9,4,10.91,48,0.65,High School,1,2,2,1,Education,2,0
52,43984,67185,323,46,2,22.27,36,0.84,Bachelor's,2,0,2,2,Auto,2,0
49,104783,172196,729,39,3,18.57,48,0.69,Master's,1,2,1,1,Home,1,1
41,74684,179061,336,93,1,22.23,12,0.71,High School,1,1,2,1,Auto,2,0
31,36646,78524,821,92,2,18,36,0.23,Master's,2,1,1,2,Education,1,0
49,64364,102902,393,62,1,9.5,36,0.74,Master's,2,1,1,1,Home,1,0
63,28936,216432,665,20,2,14.73,48,0.51,High School,2,1,1,1,Other,1,1
60,113422,124010,638,24,3,21.78,36,0.59,High School,2,2,2,1,Auto,1,0
33,36590,169746,353,6,3,7.31,60,0.6,Master's,1,1,2,2,Home,1,0
21,22823,19124,783,81,4,7.37,12,0.51,Bachelor's,1,2,2,2,Auto,1,0
69,124228,224945,336,18,1,16.06,36,0.67,Bachelor's,2,0,1,1,Auto,2,0
54,61153,78858,484,53,4,10.22,36,0.46,PhD,2,2,1,1,Home,2,0
38,16718,198480,330,1,2,6.78,60,0.74,Bachelor's,2,1,2,2,Business,2,1
31,40405,11961,816,78,2,16.8,36,0.45,Bachelor's,2,0,1,2,Auto,2,0
48,35957,159532,479,91,4,14.94,48,0.67,PhD,2,1,2,2,Other,1,0
65,56027,14453,331,76,1,21.33,24,0.36,High School,2,0,2,1,Business,2,0
35,84504,154191,772,94,1,17.76,12,0.43,Bachelor's,2,1,2,1,Other,1,0
24,55160,115639,821,96,2,3.93,48,0.61,Bachelor's,2,0,2,2,Business,2,0
27,51347,244846,545,99,3,3.37,12,0.26,Bachelor's,2,0,2,1,Home,2,1
24,97360,157820,433,22,3,17.07,48,0.5,PhD,1,2,2,1,Home,1,0
50,22155,120558,327,106,4,21.88,24,0.7,PhD,2,1,2,2,Home,2,0
40,51088,135959,751,23,3,14.93,60,0.35,Master's,1,2,1,1,Business,2,0
38,138344,172054,679,52,3,6.43,48,0.13,Master's,2,2,2,1,Business,2,0
36,41089,228754,371,67,2,2.73,48,0.13,PhD,2,0,1,2,Auto,1,0
65,30504,45650,719,51,1,11.13,36,0.57,PhD,2,1,2,2,Home,2,0
36,88284,218114,434,62,3,17.05,48,0.51,Master's,2,0,1,2,Other,1,0
53,55614,85969,685,118,2,2.15,12,0.78,Master's,1,2,2,2,Business,1,0
46,16165,97586,399,28,2,4.7,12,0.28,PhD,1,2,1,2,Education,1,0
35,17993,230352,456,24,2,15.2,12,0.67,Master's,1,0,2,2,Other,2,0
19,20350,220741,676,50,1,2.01,12,0.55,Bachelor's,2,0,1,1,Auto,1,0
18,138455,130971,387,92,2,21.6,36,0.53,Master's,2,1,1,1,Auto,2,1
64,55459,140058,444,1,2,17.04,60,0.6,High School,1,1,1,2,Education,2,0
22,126497,125774,794,51,4,8.08,48,0.15,High School,2,1,1,2,Business,2,0
37,52777,221081,314,40,3,10.13,24,0.56,Bachelor's,2,2,2,2,Education,1,0
28,56567,124105,401,58,1,22.32,12,0.73,High School,2,1,1,2,Other,1,0
59,130706,231467,337,117,1,8.21,24,0.77,Bachelor's,2,0,2,2,Business,1,0
19,98861,182249,786,14,2,13.12,12,0.45,Master's,2,0,1,1,Education,2,0
20,74916,98117,481,102,2,9.82,48,0.71,PhD,2,1,2,2,Business,2,0
40,65554,82515,483,57,2,7.38,24,0.3,PhD,2,2,2,1,Home,2,0
29,64177,112424,466,59,4,11.03,48,0.67,Master's,2,1,2,1,Auto,1,0
37,119570,52250,844,21,1,19.08,12,0.55,High School,1,0,2,2,Business,2,0
22,112175,190418,842,87,3,9.82,36,0.22,High School,2,1,1,2,Education,1,0
54,69828,185748,322,103,2,5.81,24,0.6,PhD,1,0,1,2,Business,1,0
55,68855,45684,478,109,1,17.18,48,0.89,High School,2,2,1,1,Other,2,0
47,60565,156509,602,28,2,3.8,48,0.2,PhD,2,0,1,1,Business,2,0
26,67389,5750,783,57,3,13.58,24,0.28,PhD,2,0,1,1,Business,2,1
51,138021,47241,506,82,4,8.06,24,0.44,Bachelor's,1,1,2,1,Other,2,0
61,45774,180342,347,0,3,8.97,12,0.51,Master's,2,0,1,2,Education,2,0
52,69811,169406,412,50,4,8.7,48,0.26,High School,2,0,1,1,Education,2,0
69,134368,119363,818,96,4,2.1,48,0.84,High School,2,0,2,1,Home,2,0
39,69353,15374,539,59,2,15.43,12,0.19,PhD,2,2,2,1,Home,1,0
61,103982,136248,717,8,3,20.33,60,0.2,Master's,1,0,2,2,Home,2,0
41,81546,22035,319,67,1,13.1,48,0.39,PhD,1,0,2,2,Education,1,0
34,41784,66224,830,27,4,8.35,36,0.27,PhD,2,2,1,2,Other,2,0
27,63434,94824,806,43,2,14.76,48,0.57,High School,2,0,2,2,Education,1,0
47,95650,175485,508,114,4,8.51,48,0.67,PhD,2,2,1,2,Business,1,1
63,79033,89483,706,82,4,21.74,12,0.61,Bachelor's,1,1,2,2,Education,1,0
40,46729,229425,306,14,1,9.45,48,0.41,PhD,1,1,2,2,Education,2,0
49,107464,40023,404,6,2,16.54,12,0.76,PhD,2,1,1,2,Business,1,0
34,79266,115375,783,67,1,14.79,48,0.58,High School,1,0,1,2,Other,2,0
67,91607,227871,635,2,1,8.72,60,0.79,Bachelor's,2,0,1,2,Other,1,0
68,22808,209139,750,60,4,11.11,48,0.15,Master's,1,1,1,2,Home,2,0
34,99178,243471,348,17,1,22.88,48,0.25,High School,2,2,1,2,Business,1,1
31,66697,194814,685,75,3,2.96,60,0.8,PhD,2,1,2,1,Business,2,0
26,40557,20018,521,73,2,6.41,12,0.84,Bachelor's,2,0,1,1,Other,1,0
57,54761,171874,612,66,2,12.74,60,0.14,Bachelor's,2,0,1,1,Home,2,1
19,118786,102333,572,50,4,20.07,12,0.37,Master's,2,0,1,1,Business,2,0
62,53639,117567,381,54,3,11.39,36,0.36,High School,2,1,1,2,Auto,2,0
42,57568,82266,577,117,2,2.07,60,0.25,Master's,1,0,2,2,Education,2,0
56,27036,79318,605,60,3,12.34,12,0.2,Master's,2,1,2,1,Business,1,0
26,127405,54710,378,84,4,6.31,24,0.34,Master's,2,0,2,1,Business,2,1
39,129703,169561,801,9,2,21.26,36,0.1,Master's,2,2,2,2,Home,1,0
60,27144,158263,376,74,1,20.58,60,0.68,Master's,1,0,1,2,Business,1,0
63,47870,71233,400,60,1,11.25,24,0.36,PhD,2,2,2,2,Other,2,0
21,115470,12618,554,113,1,2.21,24,0.17,High School,2,2,2,1,Education,2,0
43,81128,72592,482,22,2,17.29,48,0.55,Bachelor's,2,1,2,2,Auto,2,0
46,71369,135699,377,85,4,3.08,12,0.43,Master's,2,1,1,1,Education,1,0
62,96897,198317,734,58,2,6.29,12,0.65,Master's,1,1,1,2,Business,2,0
51,114593,170250,356,111,2,18.38,24,0.41,Master's,1,1,2,2,Business,2,0
40,133311,110333,657,72,1,6.75,36,0.69,Master's,2,0,2,1,Home,2,0
54,38416,219543,714,90,4,19.75,60,0.38,PhD,1,0,1,2,Auto,2,0
28,51957,230554,543,94,3,9.31,48,0.89,PhD,2,1,2,2,Education,2,0
23,58412,103663,717,84,2,21.93,60,0.12,Bachelor's,1,1,2,1,Auto,1,1
35,24927,36619,818,74,2,10.02,36,0.82,High School,2,0,1,1,Auto,1,0
38,74644,116400,544,114,3,7.41,36,0.33,High School,2,1,1,2,Education,1,0
59,100563,142424,487,94,4,5.63,60,0.57,Bachelor's,1,0,2,2,Education,2,0
53,135287,220737,613,105,4,9.05,12,0.83,Master's,2,2,1,2,Business,2,0
58,65289,24669,392,107,4,9.13,12,0.45,PhD,1,1,1,2,Home,2,0
55,52121,105192,480,108,3,22.64,60,0.54,Master's,1,0,1,2,Auto,1,0
51,142715,92869,591,119,1,14.41,60,0.53,High School,1,0,2,1,Home,1,0
34,85059,5990,426,37,2,22.82,48,0.66,Bachelor's,2,1,1,1,Home,2,0
54,127086,212519,807,38,3,24.04,36,0.54,Bachelor's,2,0,2,2,Other,1,0
42,15887,139093,618,24,1,23.89,12,0.26,PhD,1,1,1,1,Home,1,1
55,26139,223744,634,89,3,15.84,36,0.81,High School,1,1,2,1,Home,1,0
29,15729,121406,417,18,1,22.45,60,0.6,Bachelor's,2,1,1,1,Education,1,1
40,100683,169811,310,68,1,4.55,48,0.37,Master's,2,1,2,1,Business,1,0
59,149919,198902,430,66,1,15.16,12,0.83,PhD,2,0,2,1,Auto,1,0
39,97247,211214,468,7,2,18.93,24,0.6,PhD,2,0,1,2,Auto,2,0
38,43964,124376,788,74,2,16.64,60,0.84,PhD,2,2,2,2,Education,2,0
44,26222,207712,757,40,2,24.77,36,0.75,High School,2,0,1,1,Home,2,0
48,120367,96368,636,20,1,4.2,24,0.52,Master's,2,2,1,1,Home,2,0
23,64408,103350,500,22,3,20.39,12,0.85,Bachelor's,2,1,1,1,Education,1,1
44,146695,180656,555,34,4,5.1,12,0.29,PhD,2,2,2,1,Other,2,0
57,141789,20587,769,22,1,13.9,48,0.26,High School,2,2,2,1,Auto,2,0
51,104765,138086,507,10,3,7.66,24,0.1,High School,2,2,2,2,Auto,1,1
29,116577,201819,581,60,2,21.46,24,0.12,Bachelor's,2,0,2,1,Home,2,0
62,19998,237733,775,21,3,9.89,60,0.48,High School,2,0,1,2,Auto,1,0
24,52667,163008,622,94,4,21.86,60,0.38,Bachelor's,1,0,1,1,Education,1,1
27,130504,226547,513,104,3,14.72,48,0.75,Master's,2,0,2,2,Home,2,1
62,67260,149794,680,58,1,19.12,36,0.5,Bachelor's,1,0,1,1,Other,2,0
34,148740,149802,847,20,2,5.65,60,0.1,High School,2,2,2,1,Other,1,0
43,78430,126699,714,112,1,17.81,48,0.13,Master's,2,1,2,1,Home,1,0
38,62454,39658,411,55,3,8.6,60,0.81,Master's,1,2,1,1,Other,1,1
45,92532,129754,350,28,4,2.26,36,0.75,Bachelor's,2,0,1,2,Business,2,1
63,36312,80544,356,23,1,7.07,24,0.46,Bachelor's,2,0,1,2,Education,2,0
19,59484,180146,555,99,1,4.45,48,0.38,PhD,2,0,2,2,Education,2,0
60,39036,128441,711,57,4,12.56,48,0.81,High School,2,1,2,2,Home,2,0
18,80954,137085,837,10,2,13.01,48,0.46,Bachelor's,1,2,2,2,Business,2,0
68,34037,234453,627,91,3,4.01,12,0.22,Bachelor's,2,1,1,2,Auto,2,0
53,79569,31450,753,52,2,3.21,12,0.5,PhD,1,2,1,1,Business,2,0
68,118940,5981,820,110,3,17.95,60,0.82,Master's,2,2,2,1,Auto,2,0
43,82211,120434,553,94,1,8.27,48,0.7,PhD,1,0,2,2,Home,1,0
46,37280,49601,802,52,4,11.03,48,0.84,High School,2,0,2,1,Education,2,0
38,28834,165032,622,34,3,7.49,12,0.21,Bachelor's,2,2,1,1,Auto,1,0
28,37834,49264,700,9,3,12.37,36,0.49,High School,1,0,2,2,Other,2,0
57,99550,71430,773,111,1,16.36,24,0.56,Master's,1,0,1,1,Auto,2,0
28,129277,136816,445,119,4,4.96,12,0.62,Master's,1,2,2,2,Business,2,0
53,95265,142852,384,55,3,22.68,12,0.78,Bachelor's,2,0,1,2,Home,1,0
66,90654,223604,500,28,2,8.11,60,0.29,PhD,2,1,2,2,Education,2,0
56,40204,70133,658,24,2,17.89,24,0.25,Bachelor's,1,0,2,2,Home,1,0
57,68513,85798,847,23,3,16.41,36,0.14,High School,2,0,2,2,Home,2,0
52,89999,18496,372,41,4,7.02,24,0.2,Master's,1,2,1,2,Home,1,0
51,43309,23608,368,0,1,12.22,48,0.61,Master's,1,1,2,2,Auto,1,0
64,113568,181519,329,31,1,21.89,48,0.11,PhD,1,2,1,1,Education,2,0
41,103419,208776,773,16,1,21.76,48,0.74,PhD,2,0,2,1,Business,2,0
39,56171,35270,551,32,2,15.68,24,0.54,PhD,1,0,1,1,Home,2,0
22,80209,221444,361,1,3,20.08,60,0.81,PhD,2,0,2,1,Home,1,1
50,126686,104460,600,16,2,20.77,48,0.15,PhD,2,0,2,2,Other,2,0
53,115584,120216,840,22,2,4.82,48,0.7,High School,1,0,1,1,Other,1,0
64,101557,182738,454,27,1,7.1,12,0.86,Master's,2,0,2,2,Home,2,0
37,111433,218171,431,4,1,18.93,60,0.33,Master's,2,2,2,2,Home,1,0
36,127344,234129,411,106,2,8.38,48,0.83,High School,1,2,1,1,Auto,2,0
52,68324,77672,563,37,1,22.06,24,0.43,PhD,2,2,1,1,Other,2,0
69,23610,182083,426,89,1,21.65,48,0.63,PhD,2,0,1,1,Other,1,0
60,55973,64398,549,14,1,7.62,12,0.88,Bachelor's,1,2,2,1,Home,1,0
34,142941,74787,379,58,2,4.73,60,0.63,Master's,2,0,1,2,Other,2,0
62,119534,11425,497,97,2,4.02,48,0.13,Master's,1,1,2,2,Home,2,0
60,134794,145292,352,40,1,9.89,48,0.49,Bachelor's,1,2,1,2,Home,1,0
51,72596,205092,449,34,4,18.11,60,0.24,High School,2,2,2,2,Other,1,0
26,72409,223106,750,14,4,2.33,12,0.4,Master's,2,0,1,2,Home,2,0
43,142591,57106,535,56,4,15.76,60,0.2,Bachelor's,1,0,1,1,Education,1,0
19,46420,141193,702,25,3,16.28,60,0.65,High School,2,0,2,2,Education,2,0
26,113475,138733,596,79,3,14.22,24,0.27,Bachelor's,2,0,2,2,Other,2,1
26,62303,211360,736,102,2,4.98,48,0.47,High School,2,0,2,1,Education,2,1
57,32726,50360,706,116,1,11.43,36,0.8,PhD,1,0,2,1,Business,2,0
34,57510,40136,488,0,1,18.84,24,0.51,Master's,2,1,2,1,Auto,2,0
18,110620,84598,465,55,2,13.56,12,0.12,High School,1,2,1,2,Other,1,0
42,95188,64822,579,25,4,10.41,36,0.63,Master's,2,0,2,1,Business,2,0
60,130006,201856,418,87,1,15.94,48,0.13,High School,1,1,2,1,Auto,1,0
57,82150,177826,429,29,1,4.31,24,0.19,PhD,2,2,1,2,Business,2,0
59,79523,92112,691,40,3,14.34,24,0.75,PhD,2,0,2,1,Other,1,0
42,82744,42008,564,3,4,20.28,24,0.54,High School,1,2,1,1,Home,1,0
56,137539,154073,321,9,2,18.48,60,0.1,Master's,2,2,1,2,Business,1,0
